Nº chamada,Nº REDS,Data/hora de criação,Local do fato,Latitude  do local,Longitude do local,Natureza,Unidade Responsável,Recursos empenhados,Alerta,Destaque,Envolve autoridade,Tipo de classificação,Situação,Data/hora da situação atual,Evento associado
2024-34707562-0,(BM) 2024-033557521-001,27/07/2024 07:06:00,"AVENIDA RIO GRANDE DO SUL, Nº 946 - CENTRO - DIVINOPOLIS",-20.1415817,-44.8923325,V01020 - VITIMA COM PARADA CARDIORRESPIRATORIA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,27/07/2024 09:27:09,Não
2024-34839944-3,Desconhecido,05/08/2024 08:11:20,"RUA DAS ROSAS, Nº 60 - VILA DAS FLORES - BETIM",-19.9286841,-44.1865676,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),ASL2242,Não,Não,Não,ATENDIDA PELO SAMU,Classificada,13/10/2024 14:35:36,Não
2024-34913703-9,(BM) 2024-035650377-009,09/08/2024 20:49:35,"CONDOMINIO RECANTO DO FUNIL, Nº S/N - POMPEU",-18.9525084,-44.7934978,S01007 - ACIDENTE NAUTICO / AQUATICO (C) (Prioridade: 1 - Alta),10BBM/3CIA/2PEL(BOM DESPACHO),ASL02327,Sim,Sim,Não,BOLETIM DE OCORRENCIA,Classificada,13/08/2024 22:42:00,Não
2024-35153516-7,(BM) 2024-038038257-002,24/08/2024 02:10:04,"RODOVIA BR 262, Km 464 - NOVA SERRANA",-19.8103935,-45.1096782,V02109 - VITIMA DE ATROPELAMENTO DE AUTOMOVEL X ANIMAL (C) (Prioridade: 1 - Alta),10BBM/3CIA/1PEL(NOVA SERRANA),UR11196 / ASL00146,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,24/08/2024 14:36:43,Não
2024-35410661-6,(PM) 2024-040540377-003 / (BM) 2024-040540377-002,09/09/2024 10:31:43,"RODOVIA MG 050, Km 100 - ITAUNA",-20.0690449,-44.6870236,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/1CIA/2PEL,ASM05501 / ACA10572,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,11/09/2024 18:21:24,Não
2024-35442394-1,(BM) 2024-040886992-002,11/09/2024 10:11:00,"RUA NELSON MANDELA, Nº 407 - SAO FRANCISCO - CARMO DO CAJURU",-20.1767654,-44.7772326,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,ABTS10497 / ACA10572,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,12/09/2024 13:35:02,Não
2024-35460661-8,(BM) 2024-041151457-001,12/09/2024 13:48:02,"RUA SANTA RITA DE CASSIA, Nº 150 - PROLONGAMENTO BOM PASTOR - DIVINOPOLIS",-20.1127854,-44.8767587,V03019 - VITIMA DE QUEDA DE ALTURA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,13/09/2024 07:56:58,Não
2024-35588501-5,(PM) 2024-042360103-003 / (BM) 2024-042360103-002,20/09/2024 13:36:02,"RUA DO NIQUEL, Nº 810 - NITEROI - DIVINOPOLIS",-20.1418175,-44.8721918,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,20/09/2024 22:53:07,Não
2024-35688156-6,(PM) 2024-043337827-003 / (BM) 2024-043337827-002,26/09/2024 13:49:02,"RUA ANTONIO JOSE DA COSTA, Nº 241 - SANTA CRUZ - DIVINOPOLIS",-20.1098551,-44.977601,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),10BBM/1CIA/3PEL,ABTS10493 / ASF00571,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,26/09/2024 22:02:16,Não
2024-35861106-1,(BM) 2024-045012829-003,06/10/2024 18:04:55,"RODOVIA BR 494, Km 22 - DIVINOPOLIS",-20.0540334,-44.9320911,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,ASM05501 / ABTS10493,Sim,Não,Não,BOLETIM DE OCORRENCIA,Classificada,07/10/2024 00:06:39,Não
2024-35973653-9,Desconhecido,13/10/2024 18:38:29,"RUA DOS JESUITAS, Nº 2 - SAO TOMAZ - BELO HORIZONTE",-19.8432482,-43.9477727,V03005 - VITIMA DE AGRESSAO FISICA SEM USO DE ARMA (C) (Prioridade: 1 - Alta),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,NÃO ATENDIDA: FALTA DE VIATURA,Classificada,13/10/2024 22:07:49,Não
2024-36059589-4,(PM) 2024-047038100-003 / (BM) 2024-047038100-001,19/10/2024 03:16:45,"PRACA DOUTOR DULPHE PINTO DE  AGUIAR, Nº 468 - PORTO VELHO - DIVINOPOLIS",-20.1488913,-44.8799059,O02041 - INCENDIO EM IMOVEL ABANDONADO (C) (Prioridade: 2 - Média),10BBM/1CIA/1PEL,ABTS10497,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,19/10/2024 08:35:56,Não
2024-36211241-0,(BM) 2024-048545625-001,29/10/2024 05:19:28,"RODOVIA BR 262, Km 520 - LUZ",-19.7892755,-45.6154177,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/3CIA/2PEL(BOM DESPACHO),ASL06129 / ASL00846,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,29/10/2024 13:08:02,Não
2024-36266760-6,(PM) 2024-049170191-002 / (BM) 2024-049170191-001,01/11/2024 18:02:59,"RODOVIA 262, Nº S/N - LUZ",-19.7826418,-45.5646738,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/3CIA/2PEL(BOM DESPACHO),ASL06129,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,02/11/2024 01:08:58,Não
2024-36315607-9,Desconhecido,04/11/2024 18:26:39,"AVENIDA SANTA ROSA, Nº 10 - AEROPORTO - BELO HORIZONTE",-19.8504247,-43.9571896,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,04/11/2024 18:26:39,Não
2024-36432842-2,(BM) 2024-050803310-001,12/11/2024 04:59:54,"RODOVIA BR 040, Km 423 - JK - CURVELO",-19.154251,-44.5315517,P03001 - PERIGO DE DERRAPAGEM (C) (Prioridade: 2 - Média),5CIA IND/1CIA/1PEL,ABTS5911,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,12/11/2024 07:36:06,Não
2024-36498050-5,(PM) 2024-051480261-002 / (BM) 2024-051480261-001,16/11/2024 09:22:49,"RODOVIA BR 494, Km 70 - ITAPECERICA",-20.4528822,-44.9043332,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),10BBM/1CIA/2PEL,ABTS10497,Sim,Não,Não,BOLETIM DE OCORRENCIA,Classificada,16/11/2024 22:45:59,Não
2024-36499881-0,(PM) 2024-051490555-002 / (BM) 2024-051490555-001,16/11/2024 13:02:55,"RUA FRANCISCO COELHO FONSECA, Nº 12 - PORTO VELHO - DIVINOPOLIS",-20.1522713,-44.8876028,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),10BBM/1CIA/2PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,16/11/2024 21:25:00,Não
2024-36561624-2,(BM) 2024-052107108-001,20/11/2024 12:34:43,"RUA DORINHA GONTIJO, Nº 411 - JARDIM BRASILIA - DIVINOPOLIS",-20.1283682,-44.9119374,V03019 - VITIMA DE QUEDA DE ALTURA (C) (Prioridade: 1 - Alta),10BBM/1CIA/2PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,20/11/2024 15:01:44,Não
2024-36573423-8,(PM) 2024-052248925-001,21/11/2024 05:15:54,"RUA NORVINA DA COSTA PEREIRA, Nº 150 - DANILO PASSOS II - DIVINOPOLIS",-20.116868,-44.8720354,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,CANCELADA PELO COORDENADOR DO COBOM,Classificada,21/11/2024 05:52:35,Não
2024-36651673-9,Desconhecido,26/11/2024 08:12:12,"RUA VINTE E SEIS, Nº 12 - TROPICAL - CONTAGEM",-19.9195856,-44.1160879,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,26/11/2024 08:12:12,Não
2024-36657774-9,(BM) 2024-053068489-002,26/11/2024 16:34:07,"RUA FRANCISCO ALBERTO, Nº 474 - VARZEA DA OLARIA - ITAUNA",-20.061942,-44.5528046,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),10BBM/2CIA/2PEL(ITAUNA),ABTS10496 / UR05522,Sim,Sim,Não,BOLETIM DE OCORRENCIA,Classificada,28/11/2024 10:13:42,Não
2024-36678293-9,(PM) 2024-053279269-002 / (BM) 2024-053279269-001,27/11/2024 23:11:20,"RUA GUALTER TEIXEIRA MALTA, Nº 270 - GRANJAS DO SHEIK - DIVINOPOLIS",-20.2027903,-44.9252808,V02415 - VITIMA DE COLISAO ENTRE ONIBUS / MICRO-ONIBUS X MOTOCICLETA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,28/11/2024 09:28:30,Não
2024-36826042-0,(PM) 2024-054773336-001 / (BM) 2024-054773336-032,07/12/2024 10:28:01,"RODOVIA MG 423, Km 20 - POVOADO DE CASQUILHO - CONCEICAO DO PARA",-19.7305748,-44.8704181,R03007 - DESLIZAMENTOS/CORRIDAS DE MASSA (C) (Prioridade: 2 - Média),10BBM/3CIA/1PEL(NOVA SERRANA),ASL06129 / ABT00482 / ACA10572 / ASL04427 / ASL06144 / BM1549955 / APV09180 / APP2378 / TPO05931 / ACA10572 / ACA10572 / ASL00146 / ASF02171 / ASF02171 / ASF02171 / ASF02171 / ACA10572 / ASM01032,Sim,Sim,Não,Desconhecido,Suspensa,06/02/2025 18:56:35,Não
2024-36859183-8,(BM) 2024-055070125-001,09/12/2024 13:14:18,"RODOVIA MG 010, Nº 4001 - SERRA VERDE - BELO HORIZONTE",-19.7834431,-43.9489245,P03999 - OUTROS TIPOS DE PCI / PCA   (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),BM1322270,Não,Não,Não,Desconhecido,Terminada,09/12/2024 13:34:05,Não
2024-36924935-2,(BM) 2024-055785381-001,13/12/2024 16:34:31,"RUA ZACARIAS GUIMARAES, Nº 300 - PROLONGAMENTO BELA VISTA - NOVA SERRANA",-19.8803132,-44.9793848,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),10BBM/3CIA/1PEL(NOVA SERRANA),UR00560,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,13/12/2024 23:35:06,Não
2024-36990726-5,(BM) 2024-056424902-001,17/12/2024 22:47:25,"RODOVIA 262, Km 505 - LUZ",-19.7719608,-45.4785865,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/3CIA/2PEL(BOM DESPACHO),ASL00846 / ASL02327,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,18/12/2024 11:31:03,Não
2024-37027740-2,(BM) 2024-056803564-001,20/12/2024 10:43:24,"AVENIDA PROFESSOR CRISTOVAN DOS SANTOS, Nº 491 - BELVEDERE - BELO HORIZONTE",-19.9686484,-43.9339659,Q03999 - OUTROS TIPOS DE TREINAMENTO (C) (Prioridade: 2 - Média),BEMAD (BELO HORIZONTE),ASM5088 / ASM00258 / ASM-9133 / ACA02238,Não,Não,Não,Desconhecido,Terminada,20/12/2024 14:31:19,Não
2024-37075966-6,(BM) 2024-057242924-002,23/12/2024 14:07:30,"RODOVIA MG 050, Km 158 - PEDRA DO INDAIA",-20.2785456,-45.1272292,S05309 - COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),10BBM/1CIA/3PEL,ABTS10493 / ACA10572 / UR05914,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,24/12/2024 03:10:05,Não
2025-37278422-9,(BM) 2025-000704618-004,06/01/2025 12:34:23,"ACESSO SAN0213 - ZONA RURAL, Nº S/N - SANTO ANTONIO DO MONTE",-20.0983135,-45.307362,S03001 - SALVAMENTO EM CISTERNA / POCO / FOSSA (C) (Prioridade: 1 - Alta),10BBM/1CIA/1PEL,ASM05501 / ASL01260 / ACA10572 / UR00561 / ASL06085,Sim,Não,Não,BOLETIM DE OCORRENCIA,Classificada,07/01/2025 14:03:06,Não
2025-37310046-4,(BM) 2025-001039375-001,08/01/2025 11:03:14,"AVENIDA AMAZONAS, Nº 3155 - BARROCA - BELO HORIZONTE",-19.9301656,-43.9613539,Q03005 - TREINAMENTO DE SALVAMENTO TERRESTRE (C) (Prioridade: 3 - Baixa),1COB (BELO HORIZONTE),BM1479278,Não,Não,Não,Desconhecido,Terminada,11/01/2025 01:22:09,Não
2025-37391404-9,(PM) 2025-001857640-007 / (BM) 2025-001857640-006,13/01/2025 12:11:37,"RUA ANTONIO NOGUEIRA GONTIJO, Nº 12 - SAO LUIS - CARMO DO CAJURU",-20.1810299,-44.7787747,S04007 - BUSCA E SALVAMENTO DE PESSOA PERDIDA / DESAPARECIDA (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,ASL02171 / TAN00417 / ASL10572 / ASL10572 / ACA06144,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,17/01/2025 14:46:28,Não
2025-37397017-5,(BM) 2025-001918377-001,13/01/2025 18:06:50,"RUA JOAO EPIFANIO PEREIRA, Nº 91 - RESIDENCIAL MORUMBI - DIVINOPOLIS",-20.1449175,-44.8351894,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,ABTS10497 / ACA06144,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,14/01/2025 08:19:56,Não
2025-37423017-6,(BM) 2025-002195568-007,15/01/2025 12:35:47,"ACESSO RURAL LUGAREJO CORREGO DO FEIJAO, Nº S/N - CORREGO DO FEIJAO - BRUMADINHO",0.0,0.0,S04006 - ROMPIMENTO DE BARRAGENS (C) (Prioridade: 1 - Alta),1COB (BELO HORIZONTE),BM1319722,Não,Não,Não,Desconhecido,Terminada,21/01/2025 18:10:05,Não
2025-37436013-8,(BM) 2025-002334927-001,16/01/2025 09:23:02,PRACA IMACULADA CONCEICAO / RUA PERICLES GOMIDE - CENTRO - ITAUNA,-20.075408,-44.5717762,V01020 - VITIMA COM PARADA CARDIORRESPIRATORIA (C) (Prioridade: 1 - Alta),10BBM/2CIA/2PEL(ITAUNA),UR05522,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,16/01/2025 22:32:58,Não
2025-37453307-5,(PM) 2025-002530884-003 / (BM) 2025-002530884-002,17/01/2025 12:16:32,"RUA LICO SABINO, Nº 268 - SAO JOSE - SANTO ANTONIO DO MONTE",-20.0968017,-45.2822296,O01018 - EXPLOSAO EM LOCAL COM EXPLOSIVOS (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,ABTS10493 / ACA06144,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,18/01/2025 03:20:03,Não
2025-37453436-8,Desconhecido,17/01/2025 12:32:29,"RUA IGOR, Nº 79 - COLORADO - CONTAGEM",-19.9100099,-44.0333934,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 3 - Baixa),1COB/DIVISAO OPERACIONAL/CHEFIA,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,17/01/2025 12:32:29,Não
2025-37488319-0,Desconhecido,19/01/2025 13:53:55,"LUGAREJO BRU0174 - CORREGO DO FEIJAO, Nº S/N - BRUMADINHO",-20.1357485,-44.1091274,S04006 - ROMPIMENTO DE BARRAGENS (C) (Prioridade: 1 - Alta),2BBM/1CIA/7PEL(BARREIRO),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,19/01/2025 13:53:55,Não
2025-37518046-2,Desconhecido,21/01/2025 10:15:57,"RUA MARTE, Nº 605 - JARDIM RIACHO DAS PEDRAS - CONTAGEM",0.0,0.0,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 3 - Baixa),1COB/DIVISAO OPERACIONAL/CHEFIA,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,21/01/2025 10:15:57,Não
2025-37582092-1,(BM) 2025-003799994-002,25/01/2025 04:47:56,"RODOVIA MG 050, Km 150 - SAO SEBASTIAO DO OESTE",-20.2399716,-45.0695639,S05304 - COLISAO ENTRE CAMINHOES / CARRETAS (C) (Prioridade: 1 - Alta),10BBM/1CIA/3PEL,ABTS10493 / ASM05501,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,26/01/2025 06:52:22,Não
2025-37589672-0,(BM) 2025-003872565-001,25/01/2025 17:59:09,"RODOVIA BR 354, Nº S/N - CAMPO BELO",-20.8553912,-45.2672585,V02301 - VITIMA DE CAPOTAMENTO DE AUTOMOVEL (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta),10BBM/4CIA/2PEL/PA BM(CAMPO BELO),UR00841,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,25/01/2025 21:32:29,Não
2025-37604103-3,(BM) 2025-003982570-001,26/01/2025 15:35:18,"RODOVIA MG 050, Km 83 - CHACREAMENTO MAMONAL - ITAUNA",-20.0507886,-44.5418356,"S05303 - COLISAO ENTRE AUTOMOVEIS (CARRO, CAMIONETA, CAMINHONETE) (C) (Prioridade: 1 - Alta)",10BBM/2CIA/2PEL(ITAUNA),UR05522 / ASL02279,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,26/01/2025 22:15:15,Não
2025-37632527-8,(PM) 2025-004285600-001,28/01/2025 12:21:26,"RUA SALVIA, Nº 1007 - JAQUELINE - BELO HORIZONTE",-19.8038864,-43.9387376,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),3BBM/1CIA/5PEL(VENDA NOVA),Desconhecido,Não,Não,Não,ATENDIDA PELO SAMU,Classificada,28/01/2025 13:32:45,Não
2025-37680801-9,(BM) 2025-004846417-001,31/01/2025 13:32:31,"FAZENDA LAP0621 - JACARE / MARINHO AMARAL, Nº S/N - LAGOA DA PRATA",-20.0381101,-45.438979,O01013 - EXPLOSAO EM EDIFICACAO INDUSTRIAL (C) (Prioridade: 1 - Alta),10BBM/4CIA/1PEL/PA BM(ARCOS),ABT00817,Sim,Não,Não,BOLETIM DE OCORRENCIA,Classificada,01/02/2025 06:40:16,Não
2025-37723447-7,(BM) 2025-005198983-001,03/02/2025 08:24:39,"RUA MESSIAS AUGUSTO DA SILVA, Nº 19311 - ADALBERTO FERREIRA AMARAL - NOVA SERRANA",-19.8749935,-44.9785482,Q03005 - TREINAMENTO DE SALVAMENTO TERRESTRE (C) (Prioridade: 2 - Média),10BBM/3CIA/1PEL(NOVA SERRANA),BM1526235,Não,Não,Não,Desconhecido,Terminada,05/02/2025 16:29:14,Não
2025-37729017-0,(BM) 2025-005559010-001,03/02/2025 15:31:15,"RUA NETUNO, Nº 656 - CHACARA COTIA - CONTAGEM",0.0,0.0,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 3 - Baixa),2BBM (CONTAGEM),ASL2242,Não,Não,Sim,Desconhecido,Terminada,05/02/2025 10:41:06,Não
2025-37755528-7,(BM) 2025-005745520-002,05/02/2025 08:21:45,"RODOVIA BR 356, Km 86 - OURO PRETO",-20.3728948,-43.577909,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),1BBM/2CIA/1PEL(OURO PRETO),TPO01091,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:41:19,Não
2025-37755809-6,(BM) 2025-005540487-001,05/02/2025 08:44:08,"RUA JOAO PINHEIRO, Nº 102 - CENTRO - CAMPO BELO",-20.8924826,-45.2752808,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/1PEL(FORMIGA),ASL06085,Não,Não,Não,Desconhecido,Terminada,05/02/2025 12:41:33,Não
2025-37755909-0,(BM) 2025-005661868-001,05/02/2025 08:53:26,"RUA JORNALISTA MILTON CURY, Nº 219 - RIBEIRO DE ABREU - BELO HORIZONTE",-19.8316824,-43.8929715,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 1 - Alta),3BBM (BELO HORIZONTE),ASL2270,Sim,Não,Não,Desconhecido,Terminada,05/02/2025 21:25:34,Não
2025-37756289-3,(BM) 2025-005551957-001,05/02/2025 09:25:27,"AVENIDA ARTHUR BERNARDES, Nº 1337 - BELO HORIZONTE",0.0,0.0,S06009 - CORTE / PODA DE ARVORE MEDIANTE ORDEM DE SERVICO (C) (Prioridade: 2 - Média),1BBM/1CIA/1PEL,ASL12089,Não,Não,Não,Desconhecido,Terminada,05/02/2025 20:55:13,Não
2025-37756344-0,(BM) 2025-005572047-001,05/02/2025 09:29:30,"AVENIDA DOUTOR CRISTIANO GUIMARAES, Nº 2300 - ITAPOA - BELO HORIZONTE",-19.8393236,-43.9511751,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),ASL2270,Não,Não,Não,Desconhecido,Terminada,05/02/2025 16:41:23,Não
2025-37756499-6,Desconhecido,05/02/2025 09:43:46,"RUA GARCAS, Nº 170 - SOLAR DO MADEIRA - CONTAGEM",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),Desconhecido,Sim,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 09:43:46,Não
2025-37758114-0,Desconhecido,05/02/2025 11:56:41,"AVENIDA OTACILIO NEGRAO DE LIMA, Nº 8 - CENTRO - IBIRITE",-20.0233171,-44.0588262,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/7PEL(BARREIRO),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 11:56:41,Não
2025-37759052-0,(PM) 2025-005581048-001 / (BM) 2025-005581048-002,05/02/2025 13:37:36,"RODOVIA BR 356, Km 48 - ITABIRITO",-20.2190281,-43.8176911,W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta),1BBM/2CIA/BRIGADA MUNICIPAL ITABIRITO,ABS270,Não,Não,Não,Desconhecido,Terminada,05/02/2025 22:32:55,Não
2025-37759289-0,Desconhecido,05/02/2025 13:58:18,"RUA TREIS, Nº 161 - RIACHO DA MATA - SARZEDO",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 13:58:18,Não
2025-37759318-6,(BM) 2025-005583887-002,05/02/2025 14:01:07,"LUGAREJO BRU0174 - CORREGO DO FEIJAO, Nº S/N - BRUMADINHO",-20.1357485,-44.1091274,S04006 - ROMPIMENTO DE BARRAGENS (C) (Prioridade: 1 - Alta),CAT/NUC DE VISTORIA/SUBSEC VISTORIA 1,BM1527928,Não,Não,Não,Desconhecido,Em controle,05/02/2025 14:02:49,Não
2025-37759493-6,(BM) 2025-005642441-001,05/02/2025 14:11:49,"RUA NAIR CAMILLO DOS REIS, Nº 791 - CDI JATOBA - BELO HORIZONTE",-19.9978629,-44.0413912,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),ABT2043,Não,Não,Não,Desconhecido,Terminada,05/02/2025 19:47:47,Não
2025-37759833-2,Desconhecido,05/02/2025 14:31:14,"RUA ANTONIO TEIXEIRA DIAS, Nº 1705 - TEIXEIRA DIAS - BELO HORIZONTE",-19.9858006,-44.0156115,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/7PEL(BARREIRO),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 14:31:14,Não
2025-37762101-2,Desconhecido,05/02/2025 16:36:40,"RUA RIO PARACATU, Nº 27 - RIACHO DAS PEDRAS - CONTAGEM",-19.9530498,-44.0530805,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Sim,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 16:36:40,Não
2025-37762300-9,(BM) 2025-005745138-002,05/02/2025 16:48:16,"ALAMEDA CASTANHEIRAS, Nº 1674 - OURO VELHO MANSOES - NOVA LIMA",-19.9918616,-43.8942557,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),1BBM/1CIA/1PEL,ASL02241,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:23:31,Não
2025-37762321-9,Desconhecido,05/02/2025 16:50:31,"RUA GOIABAO, Nº 50 - NACIONAL - CONTAGEM",-19.8407518,-44.0275582,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 14:29:05,Não
2025-37764147-4,Desconhecido,05/02/2025 18:50:44,"RUA MOATA, Nº 580 - NOVO ELDORADO - CONTAGEM",-19.928133,-44.0473107,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 18:50:44,Não
2025-37770625-9,(BM) 2025-005701517-001,06/02/2025 05:56:34,"AVENIDA SANTA ROSA, Nº 10 - AEROPORTO - BELO HORIZONTE",-19.8504247,-43.9571896,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),4BBM/1CIA/4PEL,TPO00120,Sim,Não,Não,Desconhecido,Em controle,06/02/2025 05:58:35,Não
2025-37770868-0,Desconhecido,06/02/2025 06:54:36,"AVENIDA SANTA ROSA, Nº 10 - AEROPORTO - BELO HORIZONTE",-19.8504247,-43.9571896,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 06:54:36,Não
